X.1,Provinsi,Kabupaten/Kota,X.2,IKK,OTG Total,ODP Total,ODP Proses,PDP Total,PDP Proses,PDP MD,SUS T,SUS S,SUS MD,PROB T,PROB S,PROB MD,POS T,POS P,POS S,POS MD,POS IM,Tanggal Update,X.3,Luas Wilayah,Jumlah Penduduk,Penduduk/sq.km,Resolved,RI,"CFR (inc ODP, PDP,SUS,PROB)",Kematian Total per 100.000 Penduduk,Rasio Lacak Isolasi (RLI),Kasus Total per 100rb penduduk,Kasus selesai per 100rb penduduk,Kasus total (inc PDP) per 100rb penduduk,Kasus selesai (inc PDP) per 100rb penduduk,Total,Resolved1,Trace,X.4,IKK1,IKK2,IKK3,Kasus Aktif per 100.000 penduduk,X.5,X.6
1107,Aceh,Aceh Barat,Aceh Barat (ABAR),6.67,null,null,null,null,null,null,216,213,0,42,40,2,578,187,356,35,null,Tanggal,8/3/2021,2928,189119,65,67.56,61.59,5.97,19.56,0.45,305.63,206.75,327.84,228.96,44.23,10.7,0.1,0.16,0.33,6.35,6.67,98.88,Asumsi PDP &gt; Pos,35
1112,Aceh,Aceh Barat Daya,Aceh Barat Daya (ABDYA),5.89,null,null,null,null,null,null,202,202,0,51,45,4,241,10,212,19,null,Tanggal,8/3/2021,1491,148687,100,95.84,87.97,7.88,15.47,1.05,162.09,155.36,196.39,188.32,39.33,9.7,0.1,0.16,0.15,5.75,5.89,6.73,Asumsi Suspect &gt; Pos,30
1108,Aceh,Aceh Besar,Aceh Besar (ABES),8.12,null,null,null,null,null,null,183,183,0,25,24,1,3841,1424,2286,131,null,Tanggal,8/3/2021,2969,384661,130,62.93,59.52,3.41,34.32,0.05,998.54,628.35,1005.04,634.84,58.58,17.82,0.09,0.15,0.34,7.78,8.12,370.2,Asumsi Tracing (exp),3
1116,Aceh,Aceh Jaya,Aceh Jaya (AJAY),6.87,null,null,null,null,null,null,122,120,0,1,1,0,324,61,244,19,null,Tanggal,8/3/2021,3813,86058,23,81.15,75.31,5.85,22.08,0.38,376.49,305.61,377.65,306.77,46.99,12.38,0.15,0.25,0.48,6.39,6.87,70.88,Asumsi Tracing (used),5
1103,Aceh,Aceh Selatan,Aceh Selatan (ASEL),7.11,null,null,null,null,null,null,267,266,0,6,2,4,461,55,363,43,null,Tanggal,8/3/2021,3842,230254,60,88.81,78.74,10.06,20.41,0.59,200.21,176.33,202.82,178.93,45.18,9.46,0.09,0.15,0,7.12,7.11,23.89,null,null
1102,Aceh,Aceh Singkil,Aceh Singkil (SKL),5,null,null,null,null,null,null,7,7,0,3,3,0,535,159,358,18,null,Tanggal,8/3/2021,2185,129963,59,70.26,66.92,3.35,13.85,0.02,411.66,289.31,413.96,291.62,37.22,12.08,0.1,0.16,0.57,4.43,5,122.34,null,null
1114,Aceh,Aceh Tamiang,Aceh Tamiang (ATAM),7.34,null,null,null,null,null,null,335,316,0,9,8,1,982,197,718,67,null,Tanggal,8/3/2021,1957,287733,147,79.98,73.12,6.86,23.63,0.35,341.29,272.82,344.42,275.95,48.61,11.75,0.09,0.14,0.27,7.07,7.34,68.47,null,null
1106,Aceh,Aceh Tengah,Aceh Tengah (ATENG),6.49,null,null,null,null,null,null,296,286,0,31,22,8,814,157,622,35,null,Tanggal,8/3/2021,4318,208407,48,81.5,76.41,5.09,20.63,0.4,390.58,315.25,405.46,329.64,45.42,12.84,0.1,0.16,0.68,5.8,6.49,75.33,null,null
1104,Aceh,Aceh Tenggara,Aceh Tenggara (AGARA),1.4,null,null,null,null,null,null,306,303,0,1,0,1,245,65,177,3,null,Tanggal,8/3/2021,4231,221684,52,73.87,72.24,1.63,1.8,1.25,110.52,81.2,110.97,81.65,13.43,6.39,0.03,0.05,0,1.4,1.4,29.32,null,null
1105,Aceh,Aceh Timur,Aceh Timur (ATIM),3.67,null,null,null,null,null,null,158,158,0,94,86,8,339,135,187,17,null,Tanggal,8/3/2021,6286,422261,67,60.94,55.16,5.77,5.92,0.74,80.28,48.31,102.54,70.57,24.33,5.94,0.04,0.06,0,3.67,3.67,31.97,null,null
1111,Aceh,Aceh Utara,Aceh Utara (ACUT),5.16,null,null,null,null,null,null,399,398,0,5,0,5,578,225,301,52,null,Tanggal,8/3/2021,3237,575895,178,61.85,52.08,9.78,9.9,0.7,100.37,61.3,101.23,62.16,31.46,5.58,0.04,0.07,0.22,4.95,5.16,39.07,null,null
1171,Aceh,Banda Aceh,Banda Aceh (BNA),10.86,null,null,null,null,null,null,984,984,0,48,19,18,6869,1190,5507,172,null,Tanggal,8/3/2021,61,238814,3892,82.92,80.17,2.75,79.56,0.15,2876.3,2378,2896.4,2393.49,89.2,34.59,0.17,0.29,0.13,10.73,10.86,498.3,null,null
1117,Aceh,Bener Meriah,Bener Meriah (BM),4.44,null,null,null,null,null,null,101,99,0,31,25,6,349,81,258,10,null,Tanggal,8/3/2021,1454,154509,106,78.14,73.93,4.21,10.36,0.38,225.88,173.45,245.94,193.52,32.18,9.84,0.08,0.13,-0.07,4.51,4.44,52.42,null,null
1110,Aceh,Bireuen,Bireun (BRN),5.2,null,null,null,null,null,null,2191,2066,0,17,10,3,1078,134,889,55,null,Tanggal,8/3/2021,1901,432870,228,87.76,82.47,5.3,13.4,2.05,249.04,218.08,252.96,221.08,36.6,10.51,0.05,0.09,0.3,4.91,5.2,30.96,null,null
1113,Aceh,Gayo Lues,Gayo Lues (GALUS),3.48,null,null,null,null,null,null,61,60,0,3,0,0,480,60,410,10,null,Tanggal,8/3/2021,5720,95370,17,87.49,85.42,2.07,10.49,0.13,503.3,440.39,506.45,440.39,32.38,14.84,0.1,0.17,0.13,3.34,3.48,62.91,null,null
1173,Aceh,Langsa,Langsa (LGS),7.04,null,null,null,null,null,null,533,532,0,1,0,1,696,116,539,41,null,Tanggal,8/3/2021,262,182424,695,83.47,77.44,6.03,23.02,0.77,381.53,317.94,382.08,318.49,47.98,12.62,0.11,0.18,0.46,6.58,7.04,63.59,null,null
1174,Aceh,Lhokseumawe,Lhokseumawe (LSM),6.68,null,null,null,null,null,null,1684,1684,0,5,0,5,1059,203,816,40,null,Tanggal,8/3/2021,181,190624,1053,81.28,77.05,4.23,23.61,1.59,555.54,449.05,558.17,451.67,48.59,15.03,0.11,0.18,-0.04,6.72,6.68,106.49,null,null
1115,Aceh,Nagan Raya,Nagan Raya (NAGAN),6.42,null,null,null,null,null,null,270,270,0,335,305,1,385,29,321,35,null,Tanggal,8/3/2021,3364,167672,50,88.38,83.38,5,21.47,1.57,229.61,212.32,429.41,394.82,46.34,14.05,0.11,0.18,0.24,6.18,6.42,17.3,null,null
1109,Aceh,Pidie,Pidie (PIDIE),8.77,null,null,null,null,null,null,716,715,0,50,47,3,1457,171,1150,136,null,Tanggal,8/3/2021,3087,437740,142,88.15,78.93,9.22,31.75,0.53,332.85,293.78,344.27,305.2,56.35,12.35,0.08,0.13,0.14,8.64,8.77,39.06,1,500
1118,Aceh,Pidie Jaya,Pidie Jaya (PIJAY),5.41,null,null,null,null,null,null,443,443,0,0,0,0,476,35,417,24,null,Tanggal,8/3/2021,1074,157588,147,92.65,87.61,5.04,15.23,0.93,302.05,279.84,302.05,279.84,39.03,11.83,0.1,0.16,0.14,5.27,5.41,22.21,1,403.98
1172,Aceh,Sabang,Sabang (SBG),13.17,null,null,null,null,null,null,108,102,0,52,48,4,285,61,199,25,null,Tanggal,8/3/2021,153,40040,262,78.43,69.82,8.61,72.43,0.56,711.79,559.44,841.66,689.31,85.1,18.56,0.41,0.67,0.43,12.74,13.17,152.35,2,326.41
1101,Aceh,Simeulue,Simeulue (SMLU),5.13,null,null,null,null,null,null,4,4,0,54,52,1,191,36,144,11,null,Tanggal,8/3/2021,2051,89327,44,80.29,75.39,4.9,13.43,0.3,213.82,173.52,274.27,232.85,36.65,10.79,0.12,0.19,0.31,4.83,5.13,40.3,2,263.73
1175,Aceh,Subulussalam,Subulussalam (SBLM),4.33,null,null,null,null,null,null,16,16,0,7,7,0,116,31,78,7,null,Tanggal,8/3/2021,1391,81187,58,72.93,67.24,5.69,8.62,0.2,142.88,104.7,151.5,113.32,29.36,7.53,0.1,0.16,0,4.33,4.33,38.18,2,213.08
5103,Bali,Badung,null,10.2,null,null,null,null,null,null,null,null,null,null,null,null,14565,2006,12198,361,null,Tanggal,8/3/2021,419,468346,1119,86.23,83.75,2.48,77.08,0,3109.88,2681.56,3109.88,2681.56,87.8,36.62,0.12,0.2,0.78,9.41,10.2,428.32,3,172.16
5106,Bali,Bangli,null,10.03,null,null,null,null,null,null,null,null,null,null,null,null,3415,331,2937,147,null,Tanggal,8/3/2021,491,264945,540,90.31,86,4.3,55.48,0,1288.95,1164.02,1288.95,1164.02,74.49,24.12,0.14,0.23,0.59,9.43,10.03,124.93,4,139.1
5108,Bali,Buleleng,null,8.29,null,null,null,null,null,null,null,null,null,null,null,null,7546,1186,6054,306,null,Tanggal,8/3/2021,1365,814356,597,84.28,80.23,4.06,37.58,0,926.62,780.99,926.62,780.99,61.3,19.76,0.06,0.11,0.52,7.77,8.29,145.64,4,112.39
5171,Bali,Denpasar,null,10,null,null,null,null,null,null,null,null,null,null,null,null,27214,6255,20434,525,null,Tanggal,8/3/2021,128,638548,4997,77.02,75.09,1.93,82.22,0,4261.86,3282.29,4261.86,3282.29,90.67,40.51,0.11,0.18,0.61,9.39,10,979.57,6,90.81
5104,Bali,Gianyar,null,5.94,null,null,null,null,null,null,null,null,null,null,null,null,7752,473,7119,160,null,Tanggal,8/3/2021,368,492757,1339,93.9,91.83,2.06,32.47,0,1573.19,1477.2,1573.19,1477.2,56.98,27.18,0.08,0.13,0.06,5.88,5.94,95.99,7,73.37
5101,Bali,Jembrana,null,8.1,null,null,null,null,null,null,null,null,null,null,null,null,4033,759,3145,129,null,Tanggal,8/3/2021,842,323211,384,81.18,77.98,3.2,39.91,0,1247.79,1012.96,1247.79,1012.96,63.18,22.51,0.11,0.18,0.66,7.43,8.1,234.83,8,59.28
5107,Bali,Karang Asem,null,8.13,null,null,null,null,null,null,null,null,null,null,null,null,2661,340,2154,167,null,Tanggal,8/3/2021,840,545389,650,87.22,80.95,6.28,30.62,0,487.91,425.57,487.91,425.57,55.34,14.59,0.07,0.12,0.74,7.39,8.13,62.34,10,47.9
